segment_id,route,km_marker,rail_temperature_c,vibration_level,track_stress_nm,wear_index_min,track_age_years,traffic_load_trains_per_day,last_inspection_days_ago,defect_detected,infra_risk_score,risk_level
SEG-05427,MAS-NZM,224.6,40.0,2.25,42.0,58,18,189,18,0,31.7,Warning
SEG-05428,MAS-NZM-2,225.2,42.5,1.48,51.9,60,10,129,52,0,30.9,Warning
SEG-05429,TVC-LTT,315.8,40.0,1.66,47.3,62,23,194,222,0,39.5,Warning
SEG-05430,MAS-NZM,177.9,38.2,2.46,34.4,64,18,93,293,0,37.7,Warning
SEG-05431,MAS-NZM,143.7,42.4,3.06,28.4,66,4,115,80,0,26.5,Safe
SEG-05432,MAS-NZM-2,303.1,53.9,1.71,43.4,68,32,21,181,0,41.1,Warning
SEG-05433,TVC-LTT,259.8,40.0,1.3,46.2,70,6,56,140,0,30.1,Warning
SEG-05434,MAS-CBE,332.1,41.5,2.22,45.5,72,26,110,209,0,42.1,Warning
SEG-05435,MAS-NZM,329.0,41.3,2.68,30.4,74,6,166,335,0,34.5,Warning
SEG-05436,MAS-NZM,133.8,44.5,2.07,42.1,76,35,60,281,0,46.2,Warning
SEG-05437,TVC-LTT,156.4,51.6,2.97,30.9,79,5,163,122,0,29.7,Safe
SEG-05438,HYB-MAS,89.6,42.8,1.32,46.4,82,14,134,211,0,36.1,Warning
SEG-05439,MAS-NZM,231.2,50.9,3.0,32.1,85,2,83,344,0,35.6,Warning
SEG-05440,MAS-SBC,127.6,37.2,2.67,30.5,87,13,24,135,0,32.6,Warning
SEG-05441,TVC-LTT,275.1,52.7,3.08,30.0,89,5,165,177,0,32.0,Warning
SEG-05442,MAS-NZM,42.5,38.6,1.3,42.9,94,36,91,39,0,39.3,Warning
SEG-05443,MAS-NZM-2,40.7,35.7,1.08,51.8,97,36,160,75,0,42.9,Warning
SEG-05444,ERS-MAS,71.6,38.0,1.5,46.8,99,19,124,353,0,43.9,Warning
SEG-05445,MAS-SBC,29.5,38.7,4.98,19.9,102,20,93,49,0,37.4,Warning
SEG-05446,ERS-MAS,217.0,45.0,2.79,32.1,104,22,55,217,0,40.5,Warning
SEG-05447,ERS-MAS,51.6,43.9,2.0,40.1,107,31,166,246,0,45.3,Warning
SEG-05448,MAS-NZM,56.0,49.3,1.73,44.1,109,4,178,231,0,35.5,Warning
SEG-05449,MAS-SBC,5.0,35.9,2.23,41.8,111,3,112,255,0,36.6,Warning
SEG-05450,MAS-SBC,273.7,44.9,6.76,15.1,113,37,128,203,0,52.5,Warning
SEG-05451,HYB-MAS,284.3,41.6,1.55,41.9,115,25,42,144,0,40.1,Warning
SEG-05452,ERS-MAS,56.7,47.5,1.12,48.8,120,37,179,352,0,51.8,Warning
SEG-05453,MAS-SBC,258.8,35.7,2.24,35.8,122,4,132,296,0,37.0,Warning
SEG-05454,HYB-MAS,151.7,35.5,1.65,42.1,125,39,30,7,0,42.8,Warning
SEG-05455,TVC-LTT,83.9,43.4,1.71,40.2,127,7,152,101,0,33.1,Warning
SEG-05456,HYB-MAS,217.5,51.2,4.23,23.5,129,7,114,296,0,40.4,Warning
SEG-05457,MAS-NZM-2,62.5,48.4,2.32,32.9,132,25,32,326,0,45.7,Warning
SEG-05458,MAS-CBE,264.9,35.2,2.53,33.7,135,15,105,228,0,40.4,Warning
SEG-05459,MAS-NZM,16.7,38.5,2.01,42.1,138,7,54,103,0,35.5,Warning
SEG-05460,TVC-LTT,335.7,39.5,1.66,49.1,140,4,102,92,0,35.6,Warning
SEG-05461,MAS-CBE,25.2,43.3,2.08,36.1,142,34,48,278,0,48.9,Warning
SEG-05462,MAS-CBE,202.8,46.5,1.0,52.1,145,19,170,357,0,48.0,Warning
SEG-05463,TVC-LTT,315.8,39.1,4.2,22.8,148,38,102,187,0,50.2,Warning
SEG-05464,MAS-NZM-2,4.2,42.4,2.29,34.8,150,27,99,146,0,43.5,Warning
SEG-05465,HYB-MAS,174.5,46.4,2.86,33.1,152,5,114,267,0,39.8,Warning
SEG-05466,MAS-NZM,122.5,42.4,1.49,49.5,155,13,163,119,0,40.6,Warning
SEG-05467,HYB-MAS,203.1,37.6,1.5,44.7,157,14,173,264,0,43.4,Warning
SEG-05468,MAS-SBC,78.9,44.6,1.25,51.4,160,30,22,276,0,51.6,Warning
SEG-05469,HYB-MAS,22.7,41.1,3.47,29.9,162,10,141,203,0,41.5,Warning
SEG-05470,TVC-LTT,219.1,51.8,1.58,42.5,164,32,143,59,0,44.6,Warning
SEG-05471,MAS-NZM,145.9,50.1,2.43,35.5,167,1,42,347,0,41.3,Warning
SEG-05472,HYB-MAS,217.9,38.4,1.04,61.2,170,24,156,153,0,49.5,Warning
SEG-05473,MAS-NZM,73.7,37.7,1.27,57.8,172,29,198,186,0,51.9,Warning
SEG-05474,MAS-NZM,118.6,41.5,1.17,51.8,174,7,52,115,0,39.5,Warning
SEG-05475,MAS-SBC,196.6,42.8,1.22,46.9,176,31,111,275,0,51.5,Warning
SEG-05476,MAS-SBC,207.6,53.2,0.98,46.8,179,17,43,362,0,48.1,Warning
SEG-05477,TVC-LTT,130.3,40.5,1.61,42.0,181,30,126,236,0,50.0,Warning
SEG-05478,MAS-NZM-2,98.0,51.9,3.46,26.5,184,25,69,66,0,43.9,Warning
SEG-05479,MAS-CBE,95.8,44.7,2.58,34.1,186,28,71,263,0,50.6,Warning
SEG-05480,MAS-NZM,61.1,52.3,2.31,32.1,188,36,57,51,0,46.4,Warning
SEG-05481,MAS-NZM-2,113.9,48.6,1.8,36.0,191,7,63,351,0,43.8,Warning
SEG-05482,MAS-CBE,69.8,48.6,3.57,28.5,196,35,108,331,0,56.9,High
SEG-05483,MAS-CBE,221.8,44.8,3.57,26.8,198,20,145,232,0,48.1,Warning
SEG-05484,TVC-LTT,199.2,51.3,4.84,21.9,200,14,75,360,0,51.7,Warning
SEG-05485,MAS-CBE,133.9,39.4,3.83,25.3,203,30,64,13,0,46.5,Warning
SEG-05486,MAS-CBE,114.0,52.6,1.02,51.0,206,1,199,315,0,44.6,Warning
SEG-05487,MAS-NZM,83.2,47.2,2.05,43.0,208,38,148,294,0,58.4,High
SEG-05488,MAS-NZM,187.4,43.2,2.58,39.9,210,25,106,20,0,46.7,Warning
SEG-05489,ERS-MAS,321.6,54.2,1.64,52.1,213,34,135,213,1,81.9,Critical
SEG-05490,MAS-NZM-2,240.0,51.7,1.93,35.0,215,8,83,270,0,43.9,Warning
SEG-05491,HYB-MAS,260.5,49.9,0.7,68.5,0,20,155,40,1,57.9,High
SEG-05492,MAS-SBC,292.0,40.0,1.06,58.6,2,30,190,135,0,37.1,Warning
SEG-05493,HYB-MAS,123.1,54.2,0.97,50.9,5,4,155,262,0,28.2,Safe
SEG-05494,MAS-NZM-2,22.0,49.5,1.21,57.1,8,21,48,181,0,35.4,Warning
SEG-05495,MAS-SBC,217.9,46.8,1.16,49.5,10,27,32,227,0,36.3,Warning
SEG-05496,HYB-MAS,66.0,53.2,1.1,55.0,12,10,148,265,0,32.8,Warning
SEG-05497,ERS-MAS,199.2,38.0,4.4,24.0,17,23,48,106,0,33.0,Warning
SEG-05498,MAS-SBC,258.8,37.5,2.23,40.0,20,33,197,321,0,41.9,Warning
SEG-05499,MAS-NZM,274.3,46.0,4.28,21.2,23,11,56,96,0,27.4,Safe
SEG-05500,HYB-MAS,105.6,35.9,1.45,48.7,26,19,20,295,0,37.0,Warning
SEG-05501,MAS-SBC,179.4,47.8,2.52,35.2,31,11,127,123,0,28.3,Safe
SEG-05502,ERS-MAS,217.3,39.4,2.18,37.5,33,4,88,277,0,29.8,Safe
SEG-05503,MAS-CBE,286.8,36.8,1.58,52.3,35,23,136,37,0,33.8,Warning
SEG-05504,MAS-SBC,266.5,42.6,2.85,29.3,37,5,195,268,0,29.4,Safe
SEG-05505,MAS-SBC,345.8,44.0,1.69,51.0,42,5,130,198,0,31.9,Warning
SEG-05506,ERS-MAS,2.8,38.1,3.36,27.4,44,18,82,255,0,35.4,Warning
SEG-05507,MAS-CBE,153.1,35.6,2.96,30.5,46,17,41,15,0,28.5,Safe
SEG-05508,HYB-MAS,89.6,42.9,2.05,39.9,48,3,113,85,0,25.8,Safe
SEG-05509,TVC-LTT,42.0,49.9,1.16,55.1,50,8,30,92,0,30.6,Warning
SEG-05510,HYB-MAS,319.0,52.1,1.98,36.5,52,23,48,100,0,32.6,Warning
SEG-05511,MAS-CBE,349.3,36.6,1.46,51.4,54,23,125,174,0,38.4,Warning
SEG-05512,MAS-NZM-2,63.2,45.1,4.6,20.3,56,2,22,215,0,30.5,Warning
SEG-05513,ERS-MAS,13.5,39.9,2.99,30.9,58,39,192,86,0,39.8,Warning
SEG-05514,HYB-MAS,96.3,42.1,1.65,50.3,60,21,22,82,0,35.8,Warning
SEG-05515,MAS-SBC,292.2,53.2,3.84,24.0,63,24,93,322,0,41.3,Warning
SEG-05516,ERS-MAS,102.9,41.6,1.84,41.5,65,38,33,117,0,41.1,Warning
SEG-05517,MAS-NZM,19.9,41.8,2.95,32.2,70,20,100,167,0,36.2,Warning
SEG-05518,MAS-CBE,18.4,38.6,1.63,49.5,72,39,84,242,0,47.5,Warning
SEG-05519,HYB-MAS,149.6,53.6,4.98,19.1,74,27,162,278,0,43.8,Warning
SEG-05520,ERS-MAS,326.1,43.5,1.65,47.4,77,39,136,342,0,50.0,Warning
SEG-05521,HYB-MAS,100.1,45.9,1.91,45.0,79,7,149,134,0,32.4,Warning
SEG-05522,ERS-MAS,149.5,43.5,1.33,46.9,82,33,101,180,0,42.6,Warning
SEG-05523,MAS-SBC,35.7,39.5,1.66,39.1,84,29,47,165,0,39.1,Warning
SEG-05524,MAS-NZM,172.8,50.6,2.07,34.8,86,10,113,212,0,33.2,Warning
SEG-05525,MAS-NZM,243.8,35.0,2.71,30.9,89,10,86,6,0,28.4,Safe
SEG-05526,MAS-NZM-2,94.9,48.3,1.14,45.7,91,12,22,73,0,31.5,Warning
SEG-05527,ERS-MAS,103.8,46.2,2.05,44.9,94,3,173,357,0,38.6,Warning
SEG-05528,HYB-MAS,294.7,37.2,2.12,38.8,96,3,23,77,0,29.2,Safe
SEG-05529,MAS-NZM,3.6,37.6,1.26,50.9,99,13,163,283,0,40.4,Warning
SEG-05530,MAS-CBE,222.8,47.4,2.16,39.9,101,31,111,215,0,44.4,Warning
SEG-05531,MAS-NZM,137.9,40.4,1.09,50.1,104,27,91,165,0,42.0,Warning
SEG-05532,TVC-LTT,104.4,39.5,1.96,37.3,107,6,123,174,0,32.9,Warning
SEG-05533,TVC-LTT,230.2,35.4,1.79,46.6,110,27,35,98,0,41.6,Warning
SEG-05534,MAS-NZM,292.1,49.6,3.22,26.9,112,35,50,25,0,40.3,Warning
SEG-05535,ERS-MAS,195.4,51.8,1.9,37.1,114,9,106,151,0,33.7,Warning
SEG-05536,MAS-NZM-2,10.9,50.5,1.73,43.5,117,6,149,220,0,36.3,Warning
SEG-05537,MAS-NZM,161.5,43.5,1.14,54.0,119,6,92,154,1,61.5,High
SEG-05538,MAS-SBC,162.0,44.9,2.79,30.0,122,26,110,76,0,38.8,Warning
SEG-05539,HYB-MAS,190.3,39.0,4.14,23.0,124,19,192,231,0,42.3,Warning
SEG-05540,MAS-NZM-2,234.8,37.6,1.83,39.0,127,16,73,3,0,33.7,Warning
SEG-05541,MAS-SBC,6.8,50.7,1.89,38.4,132,23,169,73,0,38.6,Warning
SEG-05542,MAS-NZM-2,175.7,50.2,1.54,42.2,134,11,181,111,0,35.6,Warning
SEG-05543,MAS-SBC,205.9,49.7,1.35,41.6,136,16,92,335,0,43.0,Warning
SEG-05544,HYB-MAS,120.2,43.5,0.51,59.0,138,29,147,72,0,44.2,Warning
SEG-05545,HYB-MAS,233.9,51.3,1.76,45.6,140,38,181,255,0,51.9,Warning
SEG-05546,TVC-LTT,79.9,52.6,1.1,44.2,142,20,118,218,0,41.9,Warning
SEG-05547,ERS-MAS,111.1,40.7,1.66,41.2,147,21,173,208,0,43.0,Warning
SEG-05548,MAS-SBC,337.0,38.6,2.17,28.9,149,28,192,249,0,44.2,Warning
SEG-05549,TVC-LTT,121.8,43.4,2.54,35.2,152,33,95,290,0,50.7,Warning
SEG-05550,MAS-SBC,121.3,37.7,1.2,52.4,154,26,168,340,0,51.5,Warning
SEG-05551,TVC-LTT,208.5,51.8,1.98,42.3,159,10,190,65,0,37.3,Warning
SEG-05552,HYB-MAS,339.8,41.0,1.15,47.3,162,34,105,285,0,51.8,Warning
SEG-05553,MAS-NZM-2,344.1,45.9,2.39,35.7,167,9,58,4,0,34.8,Warning
SEG-05554,MAS-CBE,202.9,46.2,0.8,59.7,172,36,160,196,0,54.1,Warning
SEG-05555,TVC-LTT,0.4,44.6,2.05,40.2,174,11,189,119,0,39.8,Warning
SEG-05556,MAS-SBC,315.2,37.5,1.41,44.2,177,10,64,190,0,41.1,Warning
SEG-05557,MAS-SBC,199.6,54.2,1.1,42.0,179,7,106,166,0,37.7,Warning
SEG-05558,MAS-CBE,128.1,37.8,1.56,43.5,184,38,198,232,0,53.5,Warning
SEG-05559,ERS-MAS,290.2,49.4,2.24,40.1,187,16,138,130,0,43.5,Warning
SEG-05560,HYB-MAS,139.9,50.2,1.65,43.2,189,26,36,92,0,45.7,Warning
SEG-05561,MAS-SBC,11.9,37.2,2.17,37.9,192,32,103,332,0,54.5,Warning
SEG-05562,MAS-NZM,287.4,52.8,1.01,46.3,194,31,154,125,0,48.0,Warning
SEG-05563,MAS-NZM-2,191.1,43.9,2.79,32.1,197,32,151,300,0,53.9,Warning
SEG-05564,TVC-LTT,118.4,46.7,2.75,31.5,199,12,50,207,0,43.7,Warning
SEG-05565,ERS-MAS,87.8,47.1,1.44,46.1,202,27,113,114,0,48.1,Warning
SEG-05566,MAS-CBE,207.8,44.3,2.93,29.9,204,22,114,361,0,52.0,Warning
SEG-05567,MAS-NZM-2,72.8,37.1,1.68,45.5,206,15,151,351,0,50.9,Warning
SEG-05568,HYB-MAS,113.3,49.4,1.61,54.8,0,8,101,101,0,28.1,Safe
SEG-05569,ERS-MAS,222.8,46.0,2.13,38.6,3,4,103,32,0,21.0,Safe
SEG-05570,TVC-LTT,308.5,36.6,1.98,36.9,5,8,59,131,0,24.3,Safe
SEG-05571,TVC-LTT,186.5,48.3,1.89,47.7,7,23,123,17,0,30.4,Warning
SEG-05572,MAS-CBE,265.7,48.3,2.29,37.9,10,16,131,248,0,32.2,Warning
SEG-05573,MAS-NZM,267.1,45.2,2.19,36.4,12,34,66,64,0,33.2,Warning
SEG-05574,MAS-CBE,232.5,36.2,3.32,25.3,14,22,69,78,0,28.8,Safe
SEG-05575,HYB-MAS,86.0,41.3,0.8,49.1,16,23,170,200,0,33.3,Warning
SEG-05576,ERS-MAS,303.4,35.3,1.8,39.7,18,5,70,41,0,22.1,Safe
SEG-05577,ERS-MAS,152.7,43.8,1.68,43.4,23,37,57,258,0,41.4,Warning
SEG-05578,MAS-SBC,15.5,52.4,1.67,40.4,28,7,156,181,0,27.4,Safe
SEG-05579,MAS-NZM,85.6,34.4,2.36,38.7,30,37,168,290,0,43.3,Warning
SEG-05580,MAS-NZM,267.9,39.8,3.07,27.1,32,26,28,125,0,32.9,Warning
SEG-05581,ERS-MAS,24.2,50.4,1.69,38.8,34,28,135,344,0,39.7,Warning
SEG-05582,ERS-MAS,51.6,34.5,1.66,47.6,37,4,44,112,0,27.5,Safe
SEG-05583,MAS-NZM-2,243.0,34.6,5.15,18.9,40,32,132,235,0,42.2,Warning
SEG-05584,MAS-NZM-2,312.4,46.6,2.94,29.9,42,38,55,202,0,40.9,Warning
SEG-05585,MAS-NZM-2,221.8,50.0,2.39,29.9,44,9,130,40,0,24.1,Safe
SEG-05586,MAS-NZM,77.8,49.9,2.76,29.1,46,36,190,199,0,39.6,Warning
SEG-05587,MAS-SBC,18.7,49.8,2.26,31.5,49,26,97,311,0,38.4,Warning
SEG-05588,TVC-LTT,215.3,41.6,1.82,42.9,52,11,100,126,0,30.6,Warning
SEG-05589,MAS-NZM-2,16.6,52.0,2.32,37.6,54,20,47,74,0,32.4,Warning
SEG-05590,MAS-SBC,214.5,34.6,0.76,57.5,57,38,64,179,0,44.4,Warning
SEG-05591,MAS-CBE,79.0,40.6,1.0,59.4,60,15,124,5,0,32.6,Warning
SEG-05592,HYB-MAS,316.6,41.1,2.36,33.8,63,35,67,312,0,44.0,Warning
SEG-05593,MAS-NZM-2,166.3,37.7,1.57,46.7,65,9,155,118,0,31.2,Warning
SEG-05594,MAS-CBE,78.4,41.2,1.08,48.0,67,33,161,232,0,42.4,Warning
SEG-05595,TVC-LTT,298.6,46.2,2.5,35.5,69,11,34,149,0,32.0,Warning
SEG-05596,HYB-MAS,88.9,45.0,4.52,21.4,71,22,147,314,0,42.1,Warning
SEG-05597,HYB-MAS,107.3,40.9,2.15,36.7,74,6,186,201,0,31.4,Warning
SEG-05598,TVC-LTT,292.0,49.5,1.94,37.0,77,37,172,349,0,46.7,Warning
SEG-05599,MAS-NZM-2,108.1,48.9,1.59,52.1,79,21,82,31,0,36.3,Warning
SEG-05600,MAS-NZM,143.6,40.2,2.82,31.0,81,12,78,237,0,35.2,Warning
SEG-05601,TVC-LTT,121.7,41.1,1.86,36.6,84,7,176,155,0,30.4,Warning
SEG-05602,TVC-LTT,40.7,40.5,2.54,33.9,86,2,22,198,0,30.9,Warning
SEG-05603,TVC-LTT,13.6,37.3,0.97,54.7,88,39,58,107,0,44.9,Warning
SEG-05604,HYB-MAS,253.6,49.8,1.0,57.8,90,24,41,159,0,42.0,Warning
SEG-05605,MAS-SBC,225.8,35.7,2.01,37.8,92,26,120,169,0,39.4,Warning
SEG-05606,MAS-CBE,98.8,37.8,1.99,41.4,94,25,146,301,0,43.9,Warning
SEG-05607,MAS-NZM,103.5,36.9,3.27,23.6,96,20,188,258,0,38.8,Warning
SEG-05608,MAS-NZM-2,330.8,51.3,3.36,25.5,98,2,39,62,0,27.7,Safe
SEG-05609,MAS-NZM-2,345.7,35.8,2.65,31.6,101,35,166,149,0,42.7,Warning
SEG-05610,MAS-CBE,165.7,48.2,1.22,50.1,104,33,160,162,0,44.6,Warning
SEG-05611,MAS-SBC,280.9,35.8,1.39,41.2,107,17,110,86,0,34.2,Warning
SEG-05612,TVC-LTT,257.8,50.6,2.95,29.5,109,22,38,13,0,34.9,Warning
SEG-05613,MAS-NZM,104.1,53.1,1.85,42.4,112,1,85,275,0,35.6,Warning
SEG-05614,MAS-NZM-2,20.5,44.6,1.83,38.8,114,37,150,124,0,43.8,Warning
SEG-05615,MAS-CBE,49.9,50.9,2.65,28.8,117,30,171,358,0,46.8,Warning
SEG-05616,ERS-MAS,293.4,49.0,0.52,71.3,122,6,57,104,1,64.5,High
SEG-05617,MAS-CBE,255.9,50.8,1.82,41.4,125,14,149,49,0,34.8,Warning
SEG-05618,MAS-NZM-2,232.5,50.3,1.37,61.5,127,36,56,3,1,72.5,High
SEG-05619,TVC-LTT,45.7,39.0,2.78,29.6,129,33,151,250,0,46.6,Warning
SEG-05620,ERS-MAS,224.0,44.8,4.45,21.9,132,38,97,253,0,51.2,Warning
SEG-05621,MAS-SBC,270.3,54.1,2.12,38.5,134,39,191,211,0,49.3,Warning
SEG-05622,MAS-NZM,301.2,41.6,0.72,54.4,136,6,64,71,0,34.5,Warning
SEG-05623,MAS-SBC,4.6,54.2,2.35,40.6,139,26,100,271,0,47.9,Warning
SEG-05624,MAS-SBC,239.6,46.4,2.39,36.3,141,24,103,38,0,39.5,Warning
SEG-05625,MAS-CBE,6.7,43.9,1.75,36.9,143,33,143,153,0,44.5,Warning
SEG-05626,MAS-NZM,247.4,47.7,3.26,24.4,146,8,194,317,0,40.1,Warning
SEG-05627,MAS-NZM,222.5,50.9,2.53,32.5,148,34,112,215,0,47.8,Warning
SEG-05628,MAS-NZM-2,51.9,42.4,2.5,39.8,153,34,173,10,0,45.0,Warning
SEG-05629,MAS-NZM-2,268.1,35.2,3.03,32.0,155,24,125,100,0,42.8,Warning
SEG-05630,MAS-NZM,23.9,48.7,1.38,51.4,157,2,121,357,0,43.4,Warning
SEG-05631,ERS-MAS,289.2,53.8,2.6,32.9,159,8,111,298,0,41.5,Warning
SEG-05632,HYB-MAS,91.7,47.1,2.02,36.8,162,25,156,234,0,46.0,Warning
SEG-05633,MAS-NZM-2,241.1,38.3,1.21,52.8,164,30,115,199,0,50.1,Warning
SEG-05634,HYB-MAS,323.3,39.5,1.62,47.5,166,32,99,174,0,49.8,Warning
SEG-05635,MAS-CBE,118.9,52.6,1.08,56.5,168,30,67,217,0,51.8,Warning
SEG-05636,ERS-MAS,176.0,34.7,1.94,47.3,171,7,50,40,0,38.0,Warning
SEG-05637,MAS-NZM,162.1,45.4,1.62,45.5,173,24,20,186,0,47.0,Warning
SEG-05638,ERS-MAS,55.2,37.5,1.86,46.1,175,9,145,280,0,45.0,Warning
SEG-05639,MAS-NZM-2,206.6,40.1,2.04,38.1,178,16,158,69,0,39.9,Warning
SEG-05640,MAS-SBC,260.1,40.6,2.91,28.7,180,2,149,249,0,39.1,Warning
SEG-05641,MAS-CBE,320.9,38.8,1.47,51.6,182,35,65,85,0,50.7,Warning
SEG-05642,MAS-NZM,297.8,50.3,1.78,37.3,184,34,20,168,0,48.7,Warning
SEG-05643,TVC-LTT,178.5,41.0,1.9,38.8,186,22,89,29,0,41.5,Warning
SEG-05644,MAS-CBE,251.7,41.3,2.36,42.0,188,19,85,37,0,43.2,Warning
SEG-05645,HYB-MAS,280.3,43.4,1.25,51.3,190,21,21,20,0,43.5,Warning
SEG-05646,ERS-MAS,172.7,52.4,2.46,29.4,192,12,88,146,0,39.8,Warning
SEG-05647,MAS-NZM,40.4,48.0,2.77,37.2,195,11,32,260,0,46.4,Warning
SEG-05648,MAS-CBE,153.3,35.6,7.0,14.7,198,19,166,139,0,51.3,Warning
SEG-05649,ERS-MAS,294.9,35.1,1.36,44.9,203,6,102,255,0,43.5,Warning
SEG-05650,MAS-NZM,208.8,45.7,1.43,51.6,205,14,66,86,0,44.5,Warning
SEG-05651,MAS-NZM-2,253.6,52.1,1.68,46.3,208,33,148,52,0,49.9,Warning
SEG-05652,MAS-CBE,64.8,40.8,1.62,45.7,210,38,165,299,0,58.3,High
SEG-05653,MAS-NZM-2,337.5,39.2,3.25,26.5,213,13,132,142,0,43.1,Warning
SEG-05654,MAS-CBE,141.4,49.2,1.9,36.8,215,26,51,122,0,47.1,Warning
SEG-05655,MAS-NZM-2,228.8,46.2,2.19,34.3,0,14,115,151,0,26.4,Safe
SEG-05656,ERS-MAS,6.6,45.5,1.27,47.3,2,24,30,333,0,37.0,Warning
SEG-05657,TVC-LTT,44.6,37.1,0.86,47.2,4,1,167,148,0,22.2,Safe
SEG-05658,MAS-CBE,273.7,37.7,3.64,26.1,7,30,27,83,0,32.7,Warning
SEG-05659,MAS-CBE,338.8,39.7,1.19,55.1,9,10,121,149,0,29.7,Safe
SEG-05660,MAS-NZM-2,112.0,38.3,2.95,30.0,12,10,185,170,0,27.2,Safe
SEG-05661,MAS-NZM,13.0,53.5,1.8,41.7,15,28,25,325,0,39.0,Warning
SEG-05662,MAS-CBE,126.3,34.4,1.33,53.0,17,4,21,270,0,31.1,Warning
SEG-05663,MAS-NZM-2,6.1,46.6,2.61,34.0,19,14,92,228,0,31.2,Warning
SEG-05664,MAS-SBC,67.3,44.5,2.11,42.3,21,12,22,326,0,34.6,Warning
SEG-05665,MAS-NZM-2,263.4,40.5,2.16,35.1,24,38,85,5,0,33.5,Warning
SEG-05666,ERS-MAS,328.0,51.9,3.94,21.9,27,37,45,152,0,38.2,Warning
SEG-05667,TVC-LTT,30.6,47.5,1.53,43.1,29,10,195,221,0,30.2,Warning
SEG-05668,MAS-SBC,195.3,54.0,5.31,19.2,31,27,113,157,0,38.1,Warning
SEG-05669,ERS-MAS,88.9,37.4,1.54,45.3,33,12,121,258,0,33.0,Warning
SEG-05670,ERS-MAS,48.7,35.8,1.81,39.5,36,22,155,6,0,28.9,Safe
SEG-05671,ERS-MAS,76.6,36.8,1.49,45.2,39,4,94,290,0,31.2,Warning
SEG-05672,MAS-NZM,202.2,39.4,2.13,37.2,41,29,108,204,0,37.6,Warning
SEG-05673,ERS-MAS,22.8,42.3,3.1,26.2,46,36,135,278,0,41.7,Warning
SEG-05674,MAS-NZM,152.0,51.3,1.71,50.0,51,14,49,134,0,33.9,Warning
SEG-05675,ERS-MAS,47.3,39.7,1.31,42.5,53,12,174,323,0,34.8,Warning
SEG-05676,HYB-MAS,95.4,52.5,1.66,42.5,56,20,62,77,0,32.3,Warning
SEG-05677,MAS-SBC,66.8,43.4,2.31,37.8,59,23,152,346,0,41.4,Warning
SEG-05678,HYB-MAS,309.0,47.1,0.66,51.7,61,22,39,116,0,34.7,Warning
SEG-05679,ERS-MAS,247.8,39.3,2.42,36.2,63,34,71,201,0,41.6,Warning
SEG-05680,MAS-SBC,304.0,37.2,1.73,49.0,66,21,40,87,0,36.2,Warning
SEG-05681,MAS-SBC,134.2,51.4,1.27,50.5,69,9,150,68,0,30.5,Warning
SEG-05682,MAS-CBE,109.7,36.2,1.25,44.3,72,10,60,101,0,29.9,Safe
SEG-05683,TVC-LTT,133.2,49.6,1.59,53.9,74,10,143,162,0,36.0,Warning
SEG-05684,HYB-MAS,6.5,45.7,2.47,37.7,79,30,127,313,0,45.1,Warning
SEG-05685,TVC-LTT,253.6,51.3,2.48,36.8,82,33,171,71,0,39.6,Warning
SEG-05686,MAS-SBC,122.4,48.4,1.83,45.6,87,2,71,173,0,32.2,Warning
SEG-05687,MAS-NZM,109.7,39.7,2.85,31.4,89,32,21,169,0,41.7,Warning
SEG-05688,MAS-SBC,209.3,45.6,5.83,18.2,91,17,63,103,0,38.8,Warning
SEG-05689,TVC-LTT,152.7,34.4,1.48,44.6,93,28,60,228,0,42.5,Warning
SEG-05690,HYB-MAS,343.3,43.8,2.18,31.1,96,17,89,133,0,33.5,Warning
SEG-05691,ERS-MAS,124.7,35.9,1.55,44.8,98,14,26,60,0,33.4,Warning
SEG-05692,MAS-CBE,214.9,42.8,0.88,56.4,100,10,57,145,0,36.3,Warning
SEG-05693,MAS-CBE,109.1,36.4,0.84,55.7,102,34,192,211,0,46.9,Warning
SEG-05694,MAS-CBE,346.7,53.4,1.66,42.1,105,14,28,109,0,34.7,Warning
SEG-05695,ERS-MAS,155.8,44.7,1.98,45.7,108,17,72,193,0,40.5,Warning
SEG-05696,MAS-CBE,221.9,52.5,1.65,42.0,110,37,47,357,0,50.4,Warning
SEG-05697,HYB-MAS,44.4,34.8,2.49,34.6,112,22,147,183,0,40.2,Warning
SEG-05698,ERS-MAS,256.6,47.1,1.08,49.4,117,18,38,9,0,35.1,Warning
SEG-05699,MAS-CBE,94.2,40.5,0.56,59.8,119,35,151,132,0,47.1,Warning
SEG-05700,ERS-MAS,157.0,42.9,4.07,25.9,121,18,32,74,0,38.1,Warning
SEG-05701,TVC-LTT,309.1,51.8,1.92,41.6,123,30,30,96,0,42.3,Warning
SEG-05702,HYB-MAS,339.7,54.0,1.04,54.3,125,37,21,129,0,47.8,Warning
SEG-05703,MAS-NZM-2,148.6,39.1,2.19,43.2,128,6,159,343,0,41.9,Warning
SEG-05704,MAS-NZM,292.2,53.1,1.68,45.4,130,15,145,222,0,41.3,Warning
SEG-05705,MAS-CBE,18.7,48.1,0.97,52.7,135,35,184,128,0,47.0,Warning
SEG-05706,MAS-NZM,296.7,53.3,1.65,43.1,137,26,75,347,0,48.5,Warning
SEG-05707,ERS-MAS,220.3,45.5,0.71,70.0,139,27,107,335,1,80.2,Critical
SEG-05708,MAS-NZM,171.0,53.5,1.63,43.4,141,30,71,7,0,41.1,Warning
